"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","Id"
"5","3",76,9291,"1","1","0","3","0","0",20,"7","2","0","5","6","5",1993,1993,"1","0","6",6,"1",120,"3","2","2","3","3","1","2",426,"6",0,406,832,"1","4","1","4",832,878,0,1710,"0","0","2","1","3","1","2","7","6","0","0","1",1993,"2","2",506,"3","3","2",144,70,0,0,0,"0","0","4","1",0,"6","2008","8","4",470
"11","3",57,6820,"1","1","0","3","0","0",22,"2","2","4","2","8","5",1985,1985,"1","0","6",6,"2",0,"3","2","2","3","3","3","2",368,"1",1120,0,1488,"1","2","1","4",1502,0,0,1502,"1","0","1","1","1","1","2","4","6","0","0","1",1985,"2","2",528,"3","3","2",0,54,0,0,140,"0","0","4","1",0,"6","2010","8","4",471
"5","3",92,11952,"1","1","3","3","4","0",14,"3","2","0","5","7","6",1977,1977,"4","5","14",10,"2",0,"2","2","1","3","3","1","6",0,"6",0,808,808,"1","2","1","4",1161,808,0,1969,"0","0","2","1","3","1","1","8","6","1","4","1",1977,"2","2",534,"3","3","2",0,0,0,0,276,"0","0","4","1",0,"11","2007","8","4",472
"14","4",35,3675,"1","1","3","3","4","0",7,"2","2","4","7","6","5",2005,2005,"1","0","12",13,"1",80,"2","2","2","3","3","4","2",459,"6",0,88,547,"1","4","1","4",1072,0,0,1072,"1","0","1","0","2","1","1","5","6","0","0","2",2005,"2","2",525,"3","3","2",0,28,0,0,0,"0","0","4","1",0,"6","2008","8","4",473
"0","3",110,14977,"1","1","0","3","4","0",16,"2","2","0","2","8","5",2006,2007,"1","0","12",13,"1",304,"3","2","2","4","3","4","2",1350,"6",0,626,1976,"1","4","1","4",1976,0,0,1976,"1","0","2","0","2","1","2","7","6","1","5","1",2006,"2","3",908,"3","3","2",250,63,0,0,0,"0","0","4","1",0,"7","2007","6","5",474
"11","3",41,5330,"1","1","3","3","4","0",22,"2","2","4","2","8","5",2000,2000,"1","0","5",5,"2",0,"3","2","2","3","3","3","2",1196,"6",0,298,1494,"1","4","1","4",1652,0,0,1652,"1","0","2","0","2","1","3","6","6","0","0","1",2000,"2","2",499,"3","3","2",96,48,0,0,0,"0","0","4","1",0,"8","2007","8","4",475
"0","3",80,8480,"1","1","3","3","0","0",19,"2","2","0","2","5","6",1963,1963,"3","0","6",6,"2",0,"2","2","1","2","3","1","2",630,"6",0,340,970,"1","2","1","4",970,0,0,970,"1","0","1","0","2","1","1","5","6","0","0","5",1996,"3","2",624,"3","3","2",0,24,0,0,192,"0","0","4","1",0,"7","2007","8","4",476
"0","3",75,13125,"1","1","3","3","4","1",5,"2","2","0","2","6","5",1997,1998,"1","0","12",13,"1",215,"2","2","2","3","3","4","2",994,"6",0,484,1478,"1","4","1","4",1493,0,0,1493,"1","0","2","0","3","1","2","7","6","1","3","1",1997,"0","2",508,"3","3","2",140,39,0,0,0,"0","0","4","1",0,"4","2008","8","4",477
"5","3",105,13693,"1","1","3","3","4","0",16,"2","2","0","5","9","5",2006,2006,"3","0","12",13,"1",772,"4","2","2","3","3","3","6",0,"6",0,2153,2153,"1","4","1","4",2069,574,0,2643,"0","0","2","1","3","1","3","9","6","1","4","3",2006,"0","3",694,"3","3","2",414,84,0,0,0,"0","0","4","1",0,"3","2007","8","4",478
"0","3",79,10637,"1","1","3","3","4","0",5,"2","2","0","2","8","5",2007,2008,"3","0","12",13,"3",336,"3","2","2","4","3","4","2",1288,"6",0,417,1705,"1","4","1","4",1718,0,0,1718,"1","0","2","0","3","1","2","7","6","1","4","1",2007,"2","3",826,"3","3","2",208,44,0,0,0,"0","0","4","1",0,"9","2009","8","4",479
"1","4",50,5925,"1","1","3","0","4","0",17,"2","2","0","2","4","7",1937,2000,"3","0","11",12,"0",435,"2","2","0","1","3","1","5",168,"6",0,739,907,"1","2","1","4",1131,0,0,1131,"0","0","1","0","2","1","1","7","6","0","0","5",1995,"3","2",672,"3","3","2",0,72,0,0,0,"0","0","2","1",0,"3","2007","8","2",480
"0","3",98,16033,"1","1","0","3","2","0",16,"2","2","0","2","9","5",2004,2005,"3","0","12",13,"1",378,"3","2","2","4","3","4","2",1261,"6",0,572,1833,"1","4","1","4",1850,0,0,1850,"1","0","2","0","3","1","2","8","6","1","4","1",2004,"0","3",772,"3","3","2",519,112,0,0,0,"0","0","4","1",0,"3","2006","8","4",481
"0","3",72,11846,"1","1","0","1","4","0",16,"2","2","0","2","9","5",2003,2004,"3","0","12",13,"1",562,"3","2","2","4","3","4","2",1567,"6",0,225,1792,"1","4","1","4",1792,0,0,1792,"1","0","2","0","2","1","3","6","6","1","4","1",2003,"0","3",874,"3","3","2",206,49,0,0,0,"0","0","4","1",0,"8","2006","8","4",482
"6","4",50,2500,"1","2","3","3","0","0",17,"2","2","0","5","7","8",1915,2005,"1","0","11",12,"2",0,"3","2","2","2","3","1","0",299,"6",0,611,910,"1","4","1","4",916,910,0,1826,"1","0","1","1","4","1","3","7","3","1","4","1",1915,"3","1",164,"2","2","2",0,0,0,0,0,"0","0","4","1",0,"6","2009","8","4",483
"11","4",32,4500,"1","1","3","3","2","0",11,"2","2","3","2","6","5",1998,1998,"3","0","12",13,"1",116,"2","2","2","4","3","1","2",897,"6",0,319,1216,"1","4","1","4",1216,0,0,1216,"1","0","2","0","2","1","1","5","6","0","0","1",1998,"3","2",402,"3","3","2",0,125,0,0,0,"0","0","4","1",0,"5","2006","8","4",484
"0","3",65,7758,"1","1","0","3","0","0",19,"2","2","0","2","5","7",1962,2001,"1","0","6",10,"2",0,"2","3","1","2","3","1","0",588,"6",0,411,999,"1","3","1","4",999,0,0,999,"1","0","1","0","3","1","2","6","6","0","0","5",1963,"3","1",264,"3","3","2",0,132,0,0,0,"0","0","4","1",0,"3","2007","8","4",485
"0","3",80,9600,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1950,2007,"1","0","8",8,"2",0,"3","2","1","2","3","1","0",607,"6",0,506,1113,"1","3","1","4",1113,0,0,1113,"0","0","1","0","3","1","2","5","6","1","4","1",1950,"3","1",264,"3","3","2",0,80,120,0,0,"0","0","4","1",0,"7","2009","8","4",486
"0","3",79,10289,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1965,1965,"3","0","8",8,"1",168,"2","2","1","2","3","1","0",836,"6",0,237,1073,"1","2","1","4",1073,0,0,1073,"1","0","1","1","3","1","1","6","6","0","0","1",1965,"2","2",515,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"6","2007","8","4",487
"0","3",70,12243,"1","1","0","3","4","0",14,"2","2","0","2","5","6",1971,1971,"1","0","9",10,"2",0,"2","2","1","3","3","3","0",998,"6",0,486,1484,"1","3","1","4",1484,0,0,1484,"0","0","2","0","3","1","1","7","6","1","3","1",1971,"3","2",487,"3","3","2",224,0,0,0,180,"0","0","4","1",0,"2","2007","8","4",488
"15","3",60,10800,"1","1","3","3","0","0",17,"2","2","1","0","5","4",1900,1970,"1","0","13",14,"2",0,"2","1","1","2","2","1","1",664,"6",0,290,954,"1","2","0","0",1766,648,0,2414,"0","0","2","0","3","2","1","10","4","1","4","1",1970,"3","2",520,"3","2","0",142,0,0,0,0,"0","0","4","1",0,"5","2006","3","4",489
"14","4",21,1526,"1","1","3","3","4","0",10,"2","2","3","6","4","8",1970,2002,"1","0","5",5,"2",0,"2","3","1","3","3","3","2",515,"6",0,115,630,"1","2","1","4",630,0,0,630,"1","0","1","0","1","1","2","3","6","0","0","1",1970,"3","1",286,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"5","2009","8","4",490
"13","4",24,2665,"1","1","3","3","4","0",10,"2","2","4","5","5","6",1976,1976,"1","0","5",5,"2",0,"2","2","2","3","3","2","6",0,"6",0,264,264,"1","2","1","4",616,688,0,1304,"0","0","1","1","3","1","1","4","6","1","4","3",1976,"0","1",336,"3","3","2",141,24,0,0,0,"0","0","4","1",0,"6","2008","8","4",491
"4","3",79,9490,"1","1","3","3","4","0",12,"0","2","0","0","6","7",1941,1950,"1","0","13",14,"2",0,"2","2","1","2","3","1","1",403,"5",165,238,806,"1","2","1","0",958,620,0,1578,"1","0","1","0","3","1","0","5","6","2","3","1",1941,"3","1",240,"3","3","2",0,0,32,0,0,"0","0","2","1",0,"8","2006","8","4",492
"5","3",105,15578,"1","1","0","3","0","0",8,"2","2","0","5","6","5",2006,2006,"1","0","12",13,"2",0,"3","2","2","3","3","1","6",0,"6",0,728,728,"1","3","1","4",728,728,0,1456,"0","0","2","1","3","1","1","8","6","0","0","1",2006,"2","2",429,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"5","2006","6","5",493
"0","3",70,7931,"1","1","3","3","4","0",12,"2","2","0","2","5","6",1960,1960,"1","0","3",14,"2",0,"2","2","1","2","3","1","1",374,"3",532,363,1269,"1","2","1","0",1269,0,0,1269,"0","0","1","1","3","1","1","6","6","1","2","5",1964,"3","1",308,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"6","2008","8","4",494
"1","4",50,5784,"1","1","3","3","4","0",17,"0","2","0","2","5","8",1938,1996,"1","0","8",8,"2",0,"2","2","0","1","3","1","6",0,"6",0,190,190,"1","3","1","0",886,0,0,886,"0","0","1","0","2","1","1","4","6","0","0","1",1938,"3","1",273,"3","3","2",144,20,80,0,0,"0","0","4","1",0,"12","2009","8","4",495
"1","0",60,7879,"1","1","3","3","4","0",9,"2","2","0","2","4","5",1920,1950,"1","0","13",14,"2",0,"2","2","1","2","3","1","5",495,"6",0,225,720,"1","2","0","0",720,0,0,720,"0","0","1","0","2","1","1","4","6","0","0","6",0,"1","0",0,"0","0","0",0,523,115,0,0,"0","0","1","1",0,"11","2009","8","0",496
"0","3",59,12692,"1","1","0","3","4","0",15,"2","2","0","2","8","5",1992,1993,"3","0","3",3,"2",0,"3","2","2","3","3","1","2",1231,"6",0,1969,3200,"1","4","1","4",3228,0,0,3228,"1","0","3","0","4","1","2","10","6","1","4","1",1992,"2","2",546,"3","3","2",264,75,291,0,0,"0","0","4","1",0,"5","2007","8","4",497
"4","3",60,9120,"1","2","3","3","4","0",3,"2","2","0","0","7","6",1925,1950,"1","0","13",14,"2",0,"2","3","2","2","3","1","5",329,"6",0,697,1026,"1","4","1","4",1133,687,0,1820,"1","0","2","0","4","1","1","8","6","0","0","5",1925,"3","1",240,"3","3","0",0,100,0,0,0,"0","0","0","1",0,"6","2008","8","4",498
"0","3",65,7800,"1","1","3","3","4","0",19,"2","2","0","2","5","7",1967,2004,"3","0","6",6,"1",89,"2","2","2","2","3","1","0",450,"6",0,414,864,"1","4","1","4",899,0,0,899,"0","0","1","0","3","1","2","5","6","0","0","1",1967,"0","1",288,"3","3","2",64,0,0,0,0,"0","0","2","1",0,"6","2009","8","4",499
"0","3",70,7535,"1","1","0","3","4","0",12,"2","2","0","2","5","7",1958,1985,"1","0","8",8,"2",0,"2","2","1","2","3","1","1",111,"3",279,522,912,"1","1","1","4",912,0,0,912,"0","1","1","0","2","1","1","5","6","0","0","1",1958,"0","1",297,"3","3","2",12,285,0,0,0,"0","0","3","3",480,"6","2007","8","4",500
"13","4",21,1890,"1","1","3","3","4","0",2,"2","2","3","5","6","5",1973,1973,"1","0","6",6,"1",285,"2","2","1","2","3","1","1",356,"6",0,316,672,"1","2","1","4",672,546,0,1218,"0","0","1","1","3","1","1","7","6","0","0","5",1973,"3","1",264,"3","3","2",144,28,0,0,0,"0","0","4","1",0,"5","2007","8","4",501
"5","1",75,9803,"1","1","3","3","4","0",21,"2","2","0","5","7","5",2005,2005,"1","0","12",13,"2",0,"3","2","2","3","3","1","2",400,"6",0,466,866,"1","3","1","4",866,902,0,1768,"0","0","2","1","3","1","2","7","6","0","0","1",2005,"2","2",603,"3","3","2",0,108,0,0,0,"0","0","4","1",0,"2","2008","8","4",502
"0","3",70,9170,"1","1","3","3","0","0",7,"1","2","0","2","5","7",1965,1965,"3","0","8",8,"2",0,"2","2","1","2","3","1","0",698,"2",96,420,1214,"1","4","1","4",1214,0,0,1214,"1","0","1","0","2","1","1","6","6","0","0","5",1965,"3","2",461,"2","2","2",0,0,184,0,0,"0","0","0","3",400,"4","2007","8","4",503
"0","3",100,15602,"1","1","0","3","4","0",6,"2","2","0","2","7","8",1959,1997,"1","0","3",14,"2",0,"2","2","1","2","3","1","0",1247,"6",0,254,1501,"1","2","1","4",1801,0,0,1801,"1","0","2","0","1","1","1","6","6","2","3","1",1959,"0","2",484,"3","3","2",0,54,0,0,161,"0","0","1","1",0,"3","2010","8","4",504
"13","3",24,2308,"1","1","3","3","4","0",13,"2","2","4","5","6","5",1974,1974,"1","0","9",2,"2",0,"2","2","1","2","3","1","0",257,"5",495,103,855,"1","2","1","4",855,467,0,1322,"0","1","2","1","3","1","1","6","6","1","2","1",1974,"3","2",440,"3","3","2",260,0,0,0,0,"0","0","4","1",0,"6","2009","8","4",505
"10","4",60,7596,"1","0","3","3","4","0",17,"0","2","2","5","5","5",1952,1952,"3","0","13",14,"1",360,"2","2","1","2","3","1","6",0,"6",0,960,960,"1","3","1","4",960,1000,0,1960,"0","0","2","0","4","2","1","10","6","0","0","5",1952,"3","2",400,"3","3","0",0,0,0,0,0,"0","0","4","1",0,"7","2009","0","4",506
"5","3",80,9554,"1","1","0","3","4","0",20,"2","2","0","5","8","5",1993,1994,"1","0","12",13,"1",125,"3","2","2","3","3","1","2",380,"6",0,397,777,"1","4","1","4",1065,846,0,1911,"0","0","2","1","3","1","2","8","6","1","3","1",1993,"2","2",471,"3","3","2",182,81,0,0,0,"0","0","4","1",0,"9","2006","8","4",507
"0","1",75,7862,"1","1","0","3","4","0",21,"2","2","0","2","6","5",2009,2009,"1","0","12",13,"2",0,"3","2","2","3","3","1","2",27,"6",0,1191,1218,"1","4","1","4",1218,0,0,1218,"0","0","2","0","2","1","2","4","6","0","0","1",2009,"0","2",676,"3","3","2",0,102,0,0,0,"0","0","4","1",0,"9","2009","6","5",508
"6","4",60,9600,"1","1","3","3","4","0",17,"2","2","0","5","7","9",1928,2005,"2","0","8",8,"2",0,"2","4","0","2","3","1","5",141,"6",0,548,689,"1","4","1","4",689,689,0,1378,"0","0","2","0","3","1","2","7","6","1","4","5",1928,"3","2",360,"3","3","0",0,0,116,0,0,"0","0","4","1",0,"10","2008","8","4",509
"0","3",80,9600,"1","1","3","3","0","0",12,"2","2","0","2","5","6",1959,1959,"1","0","8",8,"1",132,"2","2","1","2","3","1","0",991,"6",0,50,1041,"1","4","1","4",1041,0,0,1041,"1","0","1","0","3","1","1","6","6","0","0","1",1959,"2","1",270,"3","3","2",224,88,0,0,0,"0","0","2","1",0,"7","2009","8","4",510
"0","3",75,14559,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1951,2000,"3","0","13",14,"0",70,"3","2","1","2","3","1","1",650,"5",180,178,1008,"1","4","1","4",1363,0,0,1363,"1","0","1","0","2","1","1","6","2","2","3","4",1951,"3","1",288,"3","3","2",324,42,0,0,168,"0","0","4","3",2000,"6","2009","8","4",511
"11","3",40,6792,"1","1","0","3","4","0",16,"2","2","4","2","7","5",2005,2006,"1","0","12",13,"3",94,"3","2","2","3","3","1","6",0,"6",0,1368,1368,"1","4","1","4",1368,0,0,1368,"0","0","2","0","2","1","2","6","6","1","4","1",2005,"2","2",474,"3","3","2",132,35,0,0,0,"0","0","4","1",0,"3","2006","6","5",512
"0","3",70,9100,"1","1","3","3","0","0",12,"1","2","0","2","5","5",1958,1958,"1","0","12",13,"2",0,"2","2","1","2","3","1","1",521,"3",174,169,864,"1","2","1","4",864,0,0,864,"1","0","1","0","3","1","1","5","6","0","0","5",1964,"3","2",624,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"7","2006","8","4",513
"0","3",71,9187,"1","1","3","0","0","0",11,"2","2","0","2","6","5",1983,1983,"1","0","12",13,"2",0,"2","3","2","2","3","1","0",336,"6",0,748,1084,"1","2","1","4",1080,0,0,1080,"0","0","1","1","3","1","1","5","6","0","0","1",1983,"3","2",484,"3","3","2",120,0,158,0,0,"0","0","4","1",0,"6","2007","8","4",514
"3","3",55,10594,"1","1","3","3","4","0",6,"2","2","0","1","5","5",1926,1950,"1","0","13",14,"2",0,"2","2","0","2","3","1","6",0,"6",0,768,768,"3","1","0","4",789,0,0,789,"0","0","1","0","2","1","1","5","6","0","0","5",1926,"3","1",200,"1","1","2",0,0,112,0,0,"0","0","2","1",0,"6","2007","8","4",515
"0","3",94,12220,"1","1","3","3","4","0",16,"2","2","0","2","10","5",2009,2009,"3","0","5",5,"1",305,"4","2","1","4","3","1","2",1436,"6",0,570,2006,"1","4","1","4",2020,0,0,2020,"1","0","2","1","3","1","3","9","6","1","4","1",2009,"0","3",900,"3","3","2",156,54,0,0,0,"0","0","4","1",0,"9","2009","6","5",516
"8","3",80,10448,"1","1","0","3","0","0",14,"2","2","0","7","6","6",1972,1972,"1","0","6",6,"1",333,"2","2","1","2","3","1","6",0,"6",0,689,689,"1","2","1","4",1378,741,0,2119,"0","0","2","1","3","1","1","7","6","1","3","1",1972,"2","2",583,"3","3","2",0,104,0,0,0,"0","0","0","1",0,"8","2009","0","0",517
"5","3",79,10208,"1","1","0","3","4","0",15,"2","2","0","5","7","5",1996,1997,"1","0","12",13,"1",921,"3","2","2","3","3","1","6",0,"6",0,1264,1264,"1","4","1","4",1277,1067,0,2344,"0","0","2","1","3","1","2","7","6","1","3","1",1996,"2","3",889,"3","3","2",220,0,0,0,0,"0","0","4","1",0,"7","2009","8","4",518
"5","3",44,9531,"1","1","0","3","1","0",5,"2","2","0","5","6","5",1998,1998,"1","0","12",13,"2",0,"2","2","2","3","3","2","2",706,"6",0,88,794,"1","4","1","4",882,914,0,1796,"1","0","2","1","3","1","1","7","6","0","0","1",1998,"2","2",546,"3","3","2",0,36,0,0,0,"0","0","2","1",0,"5","2007","8","4",519
"6","3",53,10918,"1","1","3","3","4","0",6,"2","2","0","5","7","9",1926,2004,"2","0","8",8,"2",0,"3","2","0","3","3","1","6",0,"6",0,1276,1276,"1","4","1","4",1276,804,0,2080,"0","0","1","1","3","1","2","9","6","2","4","5",1926,"3","1",282,"3","3","2",0,0,0,0,145,"0","0","2","1",0,"6","2009","8","4",520
"15","3",60,10800,"1","0","3","3","4","0",17,"2","2","1","5","4","7",1900,2000,"1","0","8",8,"2",0,"2","2","0","0","0","0","4",0,"4",0,0,0,"1","2","0","0",694,600,0,1294,"0","0","2","0","3","2","1","7","6","0","0","6",0,"1","0",0,"0","0","0",220,114,210,0,0,"0","0","4","1",0,"8","2008","8","4",521
"0","3",90,11988,"1","1","0","3","0","0",12,"1","2","0","2","6","6",1957,1957,"1","0","12",13,"2",0,"2","2","1","2","3","1","5",777,"6",0,467,1244,"1","4","1","0",1244,0,0,1244,"0","0","1","1","3","1","1","6","6","2","4","1",1957,"3","1",336,"3","3","2",0,40,0,0,0,"0","0","4","1",0,"5","2007","8","4",522
"4","4",50,5000,"1","1","3","3","0","0",3,"1","2","0","0","6","7",1947,1950,"1","0","5",5,"2",0,"2","3","1","2","3","1","0",399,"6",0,605,1004,"1","4","1","4",1004,660,0,1664,"0","0","2","0","3","1","1","7","6","2","4","5",1950,"3","2",420,"3","3","2",0,24,36,0,0,"0","0","4","1",0,"10","2006","8","4",523
"5","3",95,11787,"1","1","0","3","4","0",15,"2","2","0","5","7","5",1996,1997,"1","0","12",13,"1",594,"3","2","2","3","3","1","2",719,"6",0,660,1379,"1","4","1","4",1383,1015,0,2398,"1","0","2","1","3","1","2","8","6","1","3","1",1996,"0","3",834,"3","3","2",239,60,0,0,0,"0","0","4","1",0,"8","2007","8","4",525
"0","1",62,7500,"1","2","3","3","4","0",21,"2","2","0","2","7","5",2005,2005,"1","0","12",13,"2",0,"3","2","2","3","3","1","6",0,"6",0,1257,1257,"1","4","1","4",1266,0,0,1266,"0","0","2","0","3","1","2","6","6","1","3","1",2005,"3","2",453,"3","3","2",38,144,0,0,0,"0","0","4","1",0,"4","2006","8","4",526
"0","3",70,13300,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1956,2000,"3","0","13",14,"2",0,"2","2","1","3","3","1","5",377,"6",0,551,928,"1","2","1","4",928,0,0,928,"0","0","1","0","2","1","1","4","6","0","0","1",1956,"3","1",252,"3","3","2",261,0,156,0,0,"0","0","4","1",0,"6","2007","8","4",527
"5","3",67,14948,"1","1","0","3","4","0",16,"2","2","0","5","9","5",2008,2008,"3","0","12",13,"3",268,"4","2","2","4","3","3","2",1330,"6",0,122,1452,"1","4","1","4",1476,1237,0,2713,"1","0","2","1","3","1","3","11","6","1","4","1",2008,"0","3",858,"3","3","2",126,66,0,0,0,"0","0","4","1",0,"11","2008","6","5",528
"1","3",58,9098,"1","1","0","3","4","0",7,"2","2","0","2","4","7",1920,2002,"1","0","13",14,"2",0,"2","2","0","2","3","2","0",348,"6",0,180,528,"1","4","1","4",605,0,0,605,"1","0","1","0","2","1","1","5","6","0","0","6",0,"1","0",0,"0","0","0",0,0,144,0,0,"0","0","4","1",0,"7","2007","8","4",529
"0","3",56,32668,"1","1","0","3","1","0",6,"2","2","0","2","6","3",1957,1975,"3","0","13",11,"2",0,"3","2","2","2","3","1","5",1219,"6",0,816,2035,"1","2","1","4",2515,0,0,2515,"1","0","3","0","4","2","1","9","0","2","3","1",1975,"2","2",484,"3","3","2",0,0,200,0,0,"0","0","4","1",0,"3","2007","8","2",530
"8","3",85,10200,"1","1","3","3","4","0",23,"2","2","0","7","6","5",1988,1989,"1","0","6",6,"1",219,"3","2","1","3","3","3","2",783,"6",0,678,1461,"1","4","1","4",1509,0,0,1509,"1","0","2","0","3","1","2","5","6","1","2","1",1988,"2","2",600,"3","3","2",224,0,0,0,0,"0","0","4","1",0,"8","2008","8","0",531
"6","4",60,6155,"1","1","0","3","3","0",3,"8","1","0","5","6","8",1920,1999,"1","0","13",14,"2",0,"2","2","0","1","2","2","6",0,"6",0,611,611,"1","4","1","4",751,611,0,1362,"0","0","2","0","3","1","1","6","6","0","0","5",1920,"0","2",502,"3","2","2",0,0,84,0,0,"0","0","4","1",0,"6","2008","8","4",532
"0","3",60,7200,"1","1","3","3","4","0",12,"2","2","0","2","5","7",1955,2007,"1","0","12",13,"2",0,"2","2","3","0","0","0","4",0,"4",0,0,0,"1","4","1","4",827,0,0,827,"0","0","1","0","2","1","1","5","4","1","1","5",1967,"3","1",392,"3","3","2",0,0,0,0,0,"0","0","4","1",0,"4","2010","8","4",533
"0","3",50,5000,"1","1","3","2","4","1",3,"2","2","0","2","1","3",1946,1950,"1","0","12",13,"2",0,"1","1","3","0","0","0","4",0,"4",0,0,0,"1","1","0","1",334,0,0,334,"0","0","1","0","1","1","0","2","6","0","0","6",0,"1","0",0,"0","0","0",0,0,0,0,0,"0","0","4","1",0,"1","2007","8","4",534
"5","3",74,9056,"1","1","0","3","4","0",8,"2","2","0","5","8","5",2004,2004,"1","0","12",13,"2",0,"3","2","2","4","4","3","6",0,"6",0,707,707,"1","4","1","4",707,707,0,1414,"0","0","2","1","3","1","2","6","6","1","4","1",2004,"0","2",403,"3","3","2",100,35,0,0,0,"0","0","4","1",0,"10","2006","8","4",535
"15","3",70,7000,"1","1","3","3","4","0",7,"2","2","1","5","5","7",1910,1991,"1","0","8",8,"2",0,"2","2","1","3","3","4","2",969,"6",0,148,1117,"1","2","1","4",820,527,0,1347,"1","0","1","0","3","1","1","5","6","0","0","6",0,"1","0",0,"0","0","0",85,0,148,0,0,"0","0","4","1",0,"1","2008","8","4",536
"5","3",57,8924,"1","1","0","3","1","0",5,"2","2","0","5","7","5",1998,1999,"1","0","12",13,"2",0,"2","2","2","3","3","3","6",0,"6",0,880,880,"1","4","1","4",880,844,0,1724,"0","0","2","1","3","1","2","8","6","0","0","1",1998,"0","2",527,"3","3","2",120,155,0,0,0,"0","0","4","1",0,"7","2008","8","4",537
"0","3",82,12735,"1","1","0","3","2","0",12,"2","2","0","2","4","5",1972,1972,"3","0","8",8,"2",0,"2","2","1","2","3","1","1",600,"6",0,264,864,"1","2","1","4",864,0,0,864,"0","0","1","0","3","1","1","5","6","0","0","5",1980,"3","2",576,"3","3","2",216,0,0,0,0,"0","0","3","1",0,"4","2008","0","4",538
"0","3",80,11553,"1","1","0","3","4","0",19,"2","2","0","2","5","5",1968,1968,"3","0","9",10,"1",188,"2","2","1","2","3","1","1",673,"6",0,378,1051,"1","2","1","4",1159,0,0,1159,"0","0","1","1","3","1","1","7","6","1","2","1",1968,"3","1",336,"3","3","2",466,0,0,0,0,"0","0","4","1",0,"7","2006","8","4",539
"0","3",80,11423,"1","1","3","3","4","0",5,"2","2","0","2","8","5",2001,2002,"1","0","12",13,"1",479,"3","2","2","3","3","3","2",1358,"6",0,223,1581,"1","4","1","4",1601,0,0,1601,"1","0","2","0","3","1","2","6","6","1","3","1",2001,"2","2",670,"3","3","2",180,0,0,0,0,"0","0","2","3",2000,"5","2010","8","4",540
"0","3",85,14601,"1","1","3","3","4","0",23,"2","2","0","2","9","5",2006,2006,"3","0","12",13,"1",584,"4","2","2","4","3","3","2",1260,"6",0,578,1838,"1","4","1","4",1838,0,0,1838,"1","0","2","0","2","1","3","8","6","1","4","1",2006,"0","3",765,"3","3","2",270,68,0,0,0,"0","0","4","1",0,"3","2009","8","4",541
"5","3",109,11000,"1","1","3","3","2","0",15,"2","2","0","5","8","5",2000,2000,"1","0","12",13,"1",72,"3","2","2","3","3","1","6",0,"6",0,969,969,"1","4","1","4",997,1288,0,2285,"0","0","2","1","4","1","2","8","6","1","3","3",2000,"0","3",648,"3","3","2",0,56,0,0,0,"0","0","4","1",0,"6","2007","8","4",542
"0","3",78,10140,"1","1","3","3","4","0",14,"6","2","0","2","7","5",1998,1999,"3","0","12",13,"2",0,"3","2","2","4","3","1","3",144,"2",1127,379,1650,"1","4","1","4",1680,0,0,1680,"1","0","2","0","3","1","2","7","0","1","3","1",1998,"0","2",583,"3","3","2",78,73,0,0,0,"0","0","4","1",0,"6","2009","8","4",543
"11","2",34,4058,"1","1","3","3","4","0",12,"2","2","4","6","7","5",1998,1998,"1","0","8",8,"1",182,"2","2","2","3","3","3","2",584,"3",139,0,723,"1","4","1","4",767,0,0,767,"1","0","1","0","1","1","1","4","6","0","0","1",1998,"0","1",367,"3","3","2",120,40,0,0,0,"0","0","4","1",0,"6","2007","8","4",544
"5","3",58,17104,"1","1","0","3","4","0",8,"2","2","0","5","7","5",2006,2006,"1","0","12",13,"2",0,"3","2","2","3","4","3","2",554,"6",0,100,654,"1","4","1","4",664,832,0,1496,"1","0","2","1","3","1","2","7","6","1","4","1",2006,"2","2",426,"3","3","2",100,24,0,0,0,"0","0","4","1",0,"9","2006","6","5",545
